numero_puntos,n_puntos_cupula,t_gift_wrapping,t_incremental,t_incremental_nosort,correcto_gw,correcto_inc,correcto_incns
1000,220,0.000607039,0.000107853,4.3057e-05,1,1,1
1000,230,0.000687121,0.000109011,4.4741e-05,1,1,1
1000,240,0.000675535,0.000110412,4.4951e-05,1,1,1
1000,250,0.000703812,0.0001091,4.4425e-05,1,1,1
1000,260,0.000743859,0.000109031,4.5053e-05,1,1,1
1000,270,0.000768844,0.000109143,4.4431e-05,1,1,1
1000,280,0.00079713,0.000107443,4.3951e-05,1,1,1
1000,290,0.000898099,0.00011013,4.5348e-05,1,1,1
1000,300,0.000864248,0.000108066,4.3256e-05,1,1,1
1000,310,0.000899706,0.000108158,4.2953e-05,1,1,1
1000,320,0.00092542,0.000110375,4.2929e-05,1,1,1
1000,330,0.000954749,0.000108066,4.4412e-05,1,1,1
1000,340,0.000990089,0.00011147,4.414e-05,1,1,1
1000,350,0.00101423,0.000108605,4.2453e-05,1,1,1
1000,360,0.00104701,0.000108151,4.3448e-05,1,1,1
1000,370,0.00114608,0.000107281,4.3185e-05,1,1,1
1000,380,0.00111392,0.000105343,4.2743e-05,1,1,1
1000,390,0.00113998,0.000107982,4.3122e-05,1,1,1
1000,400,0.00117176,0.000106228,4.1897e-05,1,1,1
1000,410,0.00119594,0.000105365,4.1571e-05,1,1,1
1000,420,0.00124,0.000105902,4.2478e-05,1,1,1
1000,430,0.00126439,0.000105615,4.2245e-05,1,1,1
1000,440,0.00129239,0.000104857,4.1081e-05,1,1,1
1000,450,0.00132513,0.000104674,4.2007e-05,1,1,1
1000,460,0.00142233,0.000105872,4.197e-05,1,1,1
1000,470,0.00139247,0.000106279,4.0699e-05,1,1,1
1000,480,0.00141385,0.000104367,4.0618e-05,1,1,1
1000,490,0.00144771,0.000104286,4.1252e-05,1,1,1
1000,500,0.00148894,0.00010464,4.0474e-05,1,1,1
1000,510,0.00150983,0.000104483,4.031e-05,1,1,1
1000,520,0.00154203,0.000103721,4.1305e-05,1,1,1
1000,530,0.00157605,0.000104765,4.089e-05,1,1,1
1000,540,0.00160356,0.000105151,4.0273e-05,1,1,1
1000,550,0.00164555,0.000104146,4.028e-05,1,1,1
1000,560,0.00166336,0.000103879,4.0467e-05,1,1,1
1000,570,0.00169457,0.000101961,3.9733e-05,1,1,1
1000,580,0.00173357,0.000102571,4.0053e-05,1,1,1
1000,590,0.00175452,0.000105124,4.0259e-05,1,1,1
1000,600,0.00179121,0.000102542,3.8732e-05,1,1,1
1000,610,0.00181891,0.000101812,3.9325e-05,1,1,1
1000,620,0.00185637,0.000102701,3.8663e-05,1,1,1
1000,630,0.00188498,0.000103645,3.9322e-05,1,1,1
1000,640,0.00192009,0.000102353,3.9288e-05,1,1,1
1000,650,0.00194795,0.00010249,3.8489e-05,1,1,1
1000,660,0.0021465,0.000102629,3.8373e-05,1,1,1
1000,670,0.00201162,0.000105043,3.7777e-05,1,1,1
1000,680,0.00204465,0.000100248,3.8223e-05,1,1,1
1000,690,0.00207792,0.00010065,3.844e-05,1,1,1
1000,700,0.00217217,0.000100797,3.7864e-05,1,1,1
1000,710,0.00214164,0.000103449,3.7424e-05,1,1,1
1000,720,0.00217656,9.9311e-05,3.7096e-05,1,1,1
1000,730,0.0022006,9.9692e-05,3.6768e-05,1,1,1
1000,740,0.00222729,0.000100344,3.7304e-05,1,1,1
1000,750,0.0021693,9.8782e-05,3.6418e-05,1,1,1
1000,760,0.00229113,0.00010014,3.6787e-05,1,1,1
1000,770,0.00233147,9.9715e-05,3.6661e-05,1,1,1
1000,780,0.00235385,9.9818e-05,3.6195e-05,1,1,1
1000,790,0.002396,9.8947e-05,3.6356e-05,1,1,1
1000,800,0.00241348,9.8005e-05,3.6253e-05,1,1,1
1000,810,0.00244352,9.7287e-05,3.5232e-05,1,1,1
1000,820,0.00248088,9.8149e-05,3.4145e-05,1,1,1
1000,830,0.00250679,9.7587e-05,3.4815e-05,1,1,1
1000,840,0.00255585,9.7566e-05,3.4561e-05,1,1,1
1000,850,0.00263166,9.611e-05,3.3735e-05,1,1,1
1000,860,0.00260587,9.7372e-05,3.4568e-05,1,1,1
1000,870,0.00263343,9.7014e-05,3.3943e-05,1,1,1
1000,880,0.00273059,9.5133e-05,3.2936e-05,1,1,1
1000,890,0.0026921,9.6955e-05,3.3116e-05,1,1,1
1000,900,0.00280051,9.5604e-05,3.3418e-05,1,1,1
1000,910,0.0027586,9.5693e-05,3.2686e-05,1,1,1
1000,920,0.002791,9.4081e-05,3.2037e-05,1,1,1
1000,930,0.00289257,9.4119e-05,3.2947e-05,1,1,1
1000,940,0.00285421,9.427e-05,3.1794e-05,1,1,1
1000,950,0.00296284,9.2625e-05,3.137e-05,1,1,1
1000,960,0.00291894,9.2308e-05,3.0835e-05,1,1,1
1000,970,0.00294599,9.1822e-05,3.8452e-05,1,1,1
1000,980,0.00298344,9.2727e-05,2.9768e-05,1,1,1
1000,990,0.00301555,9.0195e-05,2.9243e-05,1,1,1
1000,1000,0.003041,9.0114e-05,2.8893e-05,1,1,1
