numero_puntos,n_puntos_cupula,t_gift_wrapping,t_incremental,t_incremental_nosort,correcto_gw,correcto_inc,correcto_incns
35000,10000,1.08536,0.00486571,0.00163445,1,1,1
35000,12500,1.35666,0.00488482,0.00157278,1,1,1
35000,15000,1.62556,0.00483683,0.00155066,1,1,1
35000,17500,1.89754,0.00476981,0.00148742,1,1,1
35000,20000,2.16801,0.00470409,0.0015041,1,1,1
35000,22500,2.44238,0.00475298,0.00145151,1,1,1
35000,25000,2.71159,0.00467569,0.00138598,1,1,1
35000,27500,2.98239,0.00471166,0.001352,1,1,1
35000,30000,3.25479,0.00468368,0.00127825,1,1,1
35000,32500,3.52425,0.00453467,0.00120316,1,1,1
35000,35000,3.7972,0.00461374,0.00114061,1,1,1
37500,2500,0.29064,0.00545377,0.00188587,1,1,1
37500,5000,0.581254,0.00545874,0.00182501,1,1,1
37500,7500,0.871735,0.00535104,0.00177407,1,1,1
37500,10000,1.16244,0.00526785,0.0017416,1,1,1
37500,12500,1.45295,0.00524959,0.00171477,1,1,1
37500,15000,1.74274,0.00537443,0.00166532,1,1,1
37500,17500,2.0339,0.00513185,0.00164762,1,1,1
37500,20000,2.32191,0.00512419,0.00162796,1,1,1
37500,22500,2.61358,0.0050042,0.00155401,1,1,1
37500,25000,2.90551,0.00506234,0.00150895,1,1,1
37500,27500,3.1947,0.00503862,0.00147301,1,1,1
37500,30000,3.48811,0.00501585,0.00142708,1,1,1
37500,32500,3.77662,0.00499947,0.00137134,1,1,1
37500,35000,4.06734,0.00488422,0.00130398,1,1,1
37500,37500,4.35655,0.00483503,0.00136816,1,1,1
40000,2500,0.310114,0.00582504,0.00200523,1,1,1
40000,5000,0.619508,0.00578197,0.00193732,1,1,1
40000,7500,0.930473,0.00573977,0.00188926,1,1,1
40000,10000,1.23812,0.00564593,0.00186851,1,1,1
40000,12500,1.54993,0.0056262,0.00184447,1,1,1
40000,15000,1.86065,0.00561417,0.00178636,1,1,1
40000,17500,2.16803,0.00554451,0.00174255,1,1,1
40000,20000,2.47949,0.00550203,0.00175362,1,1,1
40000,22500,2.78925,0.00544966,0.00168627,1,1,1
40000,25000,3.0996,0.00547853,0.00166059,1,1,1
40000,27500,3.40693,0.00547208,0.00160524,1,1,1
40000,30000,3.72253,0.00548747,0.0015649,1,1,1
40000,32500,4.02892,0.00532495,0.00150752,1,1,1
40000,35000,4.33973,0.00524194,0.00144758,1,1,1
40000,37500,4.64814,0.00526252,0.00153426,1,1,1
40000,40000,4.95916,0.00514891,0.00144916,1,1,1
42500,2500,0.330009,0.00621351,0.00215427,1,1,1
42500,5000,0.657921,0.0061751,0.00208541,1,1,1
42500,7500,0.986788,0.00610625,0.00201857,1,1,1
42500,10000,1.31562,0.00605461,0.00199325,1,1,1
42500,12500,1.64734,0.00604377,0.00196953,1,1,1
42500,15000,1.9764,0.00597898,0.00192165,1,1,1
42500,17500,2.30773,0.00590386,0.001891,1,1,1
42500,20000,2.63869,0.00595531,0.00188399,1,1,1
42500,22500,2.9625,0.00584783,0.00182589,1,1,1
42500,25000,3.29369,0.00587437,0.00176082,1,1,1
42500,27500,3.62088,0.0058886,0.00173447,1,1,1
42500,30000,3.95119,0.00580092,0.00170333,1,1,1
42500,32500,4.28191,0.00578502,0.00163783,1,1,1
42500,35000,4.609,0.00566907,0.00159915,1,1,1
42500,37500,4.94017,0.00568625,0.00170963,1,1,1
42500,40000,5.26762,0.0056132,0.00162374,1,1,1
42500,42500,5.59895,0.005441,0.00138382,1,1,1
45000,2500,0.348396,0.00661094,0.00228916,1,1,1
45000,5000,0.696562,0.00655165,0.00226791,1,1,1
45000,7500,1.04777,0.00654698,0.00219263,1,1,1
45000,10000,1.39414,0.0064297,0.00214683,1,1,1
45000,12500,1.74464,0.00644807,0.00209925,1,1,1
45000,15000,2.09102,0.00638636,0.00204174,1,1,1
45000,17500,2.4564,0.00638326,0.00201308,1,1,1
45000,20000,2.78969,0.00625332,0.00199464,1,1,1
45000,22500,3.13647,0.0061963,0.00197246,1,1,1
45000,25000,3.48916,0.0063076,0.00189398,1,1,1
45000,27500,3.835,0.00623457,0.0018358,1,1,1
45000,30000,4.18321,0.00626484,0.00184528,1,1,1
45000,32500,4.54019,0.00619113,0.00179253,1,1,1
45000,35000,4.87903,0.00607366,0.00173429,1,1,1
45000,37500,5.23073,0.00604292,0.00184679,1,1,1
45000,40000,5.57913,0.00605514,0.00180137,1,1,1
45000,42500,5.93237,0.00594757,0.00153362,1,1,1
45000,45000,6.27726,0.00595476,0.00148751,1,1,1
47500,2500,0.367554,0.00704992,0.00240948,1,1,1
47500,5000,0.735352,0.00693974,0.00236584,1,1,1
47500,7500,1.10342,0.00689944,0.00232298,1,1,1
47500,10000,1.47168,0.00688597,0.00230829,1,1,1
47500,12500,1.84181,0.00691213,0.00222812,1,1,1
47500,15000,2.21669,0.0067921,0.00219394,1,1,1
47500,17500,2.57813,0.00670978,0.00214243,1,1,1
47500,20000,2.9613,0.00667014,0.00213781,1,1,1
47500,22500,3.3318,0.00655488,0.00206688,1,1,1
47500,25000,3.68285,0.00672415,0.00203651,1,1,1
47500,27500,4.04643,0.00665473,0.001986,1,1,1
47500,30000,4.43553,0.00662913,0.00195848,1,1,1
47500,32500,4.78588,0.00655997,0.00191998,1,1,1
47500,35000,5.17571,0.00650206,0.00187465,1,1,1
47500,37500,5.5475,0.00645098,0.00198228,1,1,1
47500,40000,5.91925,0.00649423,0.00193261,1,1,1
47500,42500,6.28383,0.0063065,0.00170389,1,1,1
47500,45000,6.65593,0.0063647,0.00161915,1,1,1
47500,47500,6.99245,0.00636151,0.00177029,1,1,1
50000,2500,0.388133,0.00743555,0.00254952,1,1,1
50000,5000,0.774904,0.00734347,0.00248801,1,1,1
50000,7500,1.16237,0.00728674,0.00245571,1,1,1
50000,10000,1.55192,0.00727694,0.00241041,1,1,1
50000,12500,1.93661,0.00721619,0.00235892,1,1,1
50000,15000,2.33728,0.00721133,0.00233905,1,1,1
50000,17500,2.71495,0.00715805,0.00226472,1,1,1
50000,20000,3.10096,0.00714883,0.00225671,1,1,1
50000,22500,3.48697,0.0069502,0.00220945,1,1,1
50000,25000,3.87778,0.00698573,0.00216758,1,1,1
50000,27500,4.25885,0.00699137,0.0021098,1,1,1
50000,30000,4.64997,0.00699201,0.00207843,1,1,1
50000,32500,5.03539,0.00694067,0.00202979,1,1,1
50000,35000,5.42874,0.00690972,0.00200564,1,1,1
50000,37500,5.81441,0.00693564,0.00212804,1,1,1
50000,40000,6.20378,0.0068327,0.0020938,1,1,1
50000,42500,6.58632,0.00680225,0.00185417,1,1,1
50000,45000,6.97579,0.00679286,0.00178542,1,1,1
50000,47500,7.36782,0.00675002,0.00192363,1,1,1
50000,50000,7.74902,0.00668183,0.00161518,1,1,1
